id_municipio_tjsp,raj,municipio_tjsp,comarca_tjsp,comarca_sede,imoveis
6728,6ª RAJ Ribeirão Preto,Ibitinga,Ibitinga,1,Fórum Ibitinga II
6753,3ª RAJ Bauru,Itaí,Itaí,1,Fórum Itaí
6745,4ª RAJ Campinas,Ipeúna,Rio Claro,0,Fórum Rio Claro I - (Central) - Desembargador Paulo Colombo Pereira de Queiroz
6745,4ª RAJ Campinas,Ipeúna,Rio Claro,0,Fórum Rio Claro V - (Estacionamento)
6745,4ª RAJ Campinas,Ipeúna,Rio Claro,0,Fórum Rio Claro VII - (Criminal) - Doutor Luiz Gonzaga de Arruda Campos
6739,10ª RAJ Sorocaba,Indaiatuba,Indaiatuba,1,Fórum Indaiatuba I - (Principal)
6739,10ª RAJ Sorocaba,Indaiatuba,Indaiatuba,1,Fórum Indaiatuba V - (CEJUSC)
6755,3ª RAJ Bauru,Itaju,Bariri,0,"FORUM ""DR. JOAQUIM FERNANDO PAES DE BARROS NETTO"""
6755,3ª RAJ Bauru,Itaju,Bariri,0,Fórum Bariri II
6755,3ª RAJ Bauru,Itaju,Bariri,0,Residência Oficial - cedida para Prefeitura Municipal de Bariri-19ª Zona Eleitor
6749,4ª RAJ Campinas,Iracemápolis,Limeira,0,FORUM DA COMARCA DE LIMEIRA I (CÍVEL)
6749,4ª RAJ Campinas,Iracemápolis,Limeira,0,FÓRUM DA COMARCA DE LIMEIRA II (CRIMINAL)
6749,4ª RAJ Campinas,Iracemápolis,Limeira,0,FÓRUM DA COMARCA DE LIMEIRA III (CEJUSC)
6749,4ª RAJ Campinas,Iracemápolis,Limeira,0,Posto Iracemápolis - Cejusc de Limeira - Foro de Limeira
6738,2ª RAJ Araçatuba,Ilha Solteira,Ilha Solteira,1,Fórum da Comarca de Ilha Solteira
6754,8ª RAJ São José do Rio Preto,Itajobi,Itajobi,1,FORO DA COMARCA DE ITAJOBI
6742,5ª RAJ Presidente Prudente,Inúbia Paulista,Lucélia,0,Fórum Lucélia
6748,6ª RAJ Ribeirão Preto,Ipuã,Ipuã,1,Fórum Ipuã
6748,6ª RAJ Ribeirão Preto,Ipuã,Ipuã,1,Fórum Ipuâ II - (Juizado Especial)
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva I  (Ofícios Judiciais)
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva II - (Juizado Especial)
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva III - Anexo Fiscal/Setor Técnico
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva IV  (UAAJ - Juizado Especial - Iperó)
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva V - (Arquivo JEC)
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva VI - (CEJUSC)
6744,10ª RAJ Sorocaba,Iperó,Boituva,0,Fórum Boituva VII - (CEJUSC)
6743,3ª RAJ Bauru,Ipaussu,Ipaussu,1,Fórum Ipaussu III (Terreno)
6743,3ª RAJ Bauru,Ipaussu,Ipaussu,1,Fórum Ipaussu IV
6747,7ª RAJ Santos,Iporanga,Eldorado,0,Fórum Eldorado Paulista I
6729,10ª RAJ Sorocaba,Ibiúna,Ibiúna,1,Fórum Ibiúna I - (Principal)
6729,10ª RAJ Sorocaba,Ibiúna,Ibiúna,1,Fórum Ibiúna II - (Juizado Especial Cível e Criminal)
6746,8ª RAJ São José do Rio Preto,Ipiguá,São José do Rio Preto,0,Fórum São José do Rio Preto I - (Central)
6746,8ª RAJ São José do Rio Preto,Ipiguá,São José do Rio Preto,0,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)"
6746,8ª RAJ São José do Rio Preto,Ipiguá,São José do Rio Preto,0,"Fórum São José do Rio Preto III - (Família, JEC e Infância)"
6741,8ª RAJ São José do Rio Preto,Indiaporã,Ouroeste,0,FORO DA COMARCA DE OUROESTE
6741,8ª RAJ São José do Rio Preto,Indiaporã,Ouroeste,0,Fórum ca Comarca de Ouroeste II (CEJUSC)
6741,8ª RAJ São José do Rio Preto,Indiaporã,Ouroeste,0,Fórum da Comarca de Ouroeste III (Anexo do JEC - UAAJ - INDIAPORÃ)
6752,10ª RAJ Sorocaba,Itaberá,Itaberá,1,Fórum I Itaberá
6752,10ª RAJ Sorocaba,Itaberá,Itaberá,1,Fórum II Itaberá (CEJUSC)
6756,7ª RAJ Santos,Itanhaém,Itanhaém,1,Fórum Itanhaém - Desembargador Nelson Pinheiro Franco
6756,7ª RAJ Santos,Itanhaém,Itanhaém,1,Fórum Itanhaém III (Residência Oficial)
6740,5ª RAJ Presidente Prudente,Indiana,Martinópolis,0,Fórum Martinópolis
6740,5ª RAJ Presidente Prudente,Indiana,Martinópolis,0,"Juizado Especial Cível, Criminal e da Fazenda Pública"
6731,5ª RAJ Presidente Prudente,Iepê,Iepê,1,Fórum Iepê I
6731,5ª RAJ Presidente Prudente,Iepê,Iepê,1,Fórum Iepê II (Anexo do JEC - Nantes)
6751,5ª RAJ Presidente Prudente,Irapuru,Pacaembu,0,Fórum Pacaembu
6758,1ª RAJ Grande São Paulo,Itapecerica da Serra,Itapecerica da Serra,1,Fórum I Itapecerica da Serra
6757,10ª RAJ Sorocaba,Itaóca,Apiaí,0,Fórum Apiaí - Des. Déscio Mendes Pereira
6773,4ª RAJ Campinas,Itirapina,Itirapina,1,Desembargador Lafayette Salles Júnior
6764,6ª RAJ Ribeirão Preto,Itápolis,Itápolis,1,Fórum I da Comarca de Itápolis
6760,10ª RAJ Sorocaba,Itapeva,Itapeva,1,Fórum Itapeva I - Desembargador Euclides de Campos
6760,10ª RAJ Sorocaba,Itapeva,Itapeva,1,Fórum Itapeva II - (Anexo do JEC - UAAJ - FAIT)
6770,7ª RAJ Santos,Itariri,Itariri,1,Fórum Itariri
6772,3ª RAJ Bauru,Itatinga,Itatinga,1,CEJUSC - Itatinga
6772,3ª RAJ Bauru,Itatinga,Itatinga,1,Fórum de Itatinga
6772,3ª RAJ Bauru,Itatinga,Itatinga,1,Fórum de Itatinga - (Juizado Especial Cível e Criminal)
6789,4ª RAJ Campinas,Jarinu,Jarinu,1,"Fórum ""Desembargador Antonio Joaquim de Oliveira"""
6789,4ª RAJ Campinas,Jarinu,Jarinu,1,Fórum II de Jarinu (CEJUSC)
6763,10ª RAJ Sorocaba,Itapirapuã Paulista,Apiaí,0,Fórum Apiaí - Des. Déscio Mendes Pereira
6759,10ª RAJ Sorocaba,Itapetininga,Itapetininga,1,Fórum Itapetininga I - (Desembargador Bernardes Júnior)
6759,10ª RAJ Sorocaba,Itapetininga,Itapetininga,1,Fórum Itapetininga II (Criminal) Juiz Paulo Rubens Soares Hungria
6780,6ª RAJ Ribeirão Preto,Jaboticabal,Jaboticabal,1,Fórum da Comarca de Jaboticabal “Dr. Joaquim Antônio de Oliveira Neves”
6775,6ª RAJ Ribeirão Preto,Itobi,Casa Branca,0,Fórum Casa Branca
6761,1ª RAJ Grande São Paulo,Itapevi,Itapevi,1,Fórum Itapevi
6766,3ª RAJ Bauru,Itapuí,Jaú,0,Fórum Jaú I
6766,3ª RAJ Bauru,Itapuí,Jaú,0,Fórum Jaú I - Antonio Hermógenes Altenfelder Silva
6766,3ª RAJ Bauru,Itapuí,Jaú,0,Fórum Jaú III (Anexo do JEC - FJAU)
6783,7ª RAJ Santos,Jacupiranga,Jacupiranga,1,Fórum Jacupiranga I
6767,2ª RAJ Araçatuba,Itapura,Ilha Solteira,0,Fórum da Comarca de Ilha Solteira
6762,4ª RAJ Campinas,Itapira,Itapira,1,Fórum I Itapira
6771,4ª RAJ Campinas,Itatiba,Itatiba,1,Fórum da Comarca de Itatiba
6768,1ª RAJ Grande São Paulo,Itaquaquecetuba,Itaquaquecetuba,1,Fórum II de Itaquaquecetuba (CEJUSC)
6768,1ª RAJ Grande São Paulo,Itaquaquecetuba,Itaquaquecetuba,1,Fórum I Desembargador Mário Hoeppener Dutra - Itaquaquecetuba
6769,10ª RAJ Sorocaba,Itararé,Itararé,1,Fórum Itararé (Dr. Antônio José Luciano Vieira)
6778,6ª RAJ Ribeirão Preto,Ituverava,Ituverava,1,Fórum Ituverava
6779,8ª RAJ São José do Rio Preto,Jaborandi,Colina,0,Fórum Colina - Desembargador Alcides Faro
6786,9ª RAJ São José dos Campos,Jambeiro,Caçapava,0,FÓRUM CAÇAPAVA - JUIZADO ESPECIAL / SERVIÇO PSICO SOCIAL - RUA CÔNEGO RODOVALHO
6786,9ª RAJ São José dos Campos,Jambeiro,Caçapava,0,FORUM CAÇAPAVA - CRIMINAL / EXECUÇÃO FISCAL - RUA MARQUES DO HERVAL
6786,9ª RAJ São José dos Campos,Jambeiro,Caçapava,0,FÓRUM CAÇAPAVA - CÍVEL / CEJUSC - PRAÇA DA BANDEIRA
6781,9ª RAJ São José dos Campos,Jacareí,Jacareí,1,Fórum Jacareí I - (Armando Salles de Oliveira)
6781,9ª RAJ São José dos Campos,Jacareí,Jacareí,1,Fórum Jacareí II - (Juizado Especial Cível e Criminal)
6781,9ª RAJ São José dos Campos,Jacareí,Jacareí,1,Fórum Jacareí III - Vara da Fazenda Pública
6774,6ª RAJ Ribeirão Preto,Itirapuã,Patrocínio Paulista,0,Fórum I Patrocínio Paulista
6774,6ª RAJ Ribeirão Preto,Itirapuã,Patrocínio Paulista,0,Fórum II Patrocínio Paulista
6782,8ª RAJ São José do Rio Preto,Jaci,Mirassol,0,CEJUSC - Mirassol
6782,8ª RAJ São José do Rio Preto,Jaci,Mirassol,0,Fórum de Mirassol I
6782,8ª RAJ São José do Rio Preto,Jaci,Mirassol,0,Fórum Mirassol - Anexo Fiscal
6765,10ª RAJ Sorocaba,Itaporanga,Itaporanga,1,Fórum Itaporanga- DESEMBARGADOR PLÍNIO DE CARVALHO PINTO
6777,4ª RAJ Campinas,Itupeva,Itupeva,1,COMARCA DE ITUPEVA/SP
6784,4ª RAJ Campinas,Jaguariúna,Jaguariúna,1,Fórum I Jaguariúna (Prédio Principal)
6784,4ª RAJ Campinas,Jaguariúna,Jaguariúna,1,Fórum III Jaguariúna (CEJUSC - UniFAJ) - (Sala na Faculdade de Jaguariúna)
6784,4ª RAJ Campinas,Jaguariúna,Jaguariúna,1,Fórum II Jaguariúna (Prédio Anexo do Juizado)
6776,10ª RAJ Sorocaba,Itu,Itu,1,Forum Juiz Antonio de Souza Barros
6785,2ª RAJ Araçatuba,Jales,Jales,1,"FÓRUM ""DR. JOVIANO PACHECO AGUIRRE"" - JALES"
6785,2ª RAJ Araçatuba,Jales,Jales,1,FÓRUM JALES - PRÉDIO III (CEJUSC)
6785,2ª RAJ Araçatuba,Jales,Jales,1,FÓRUM JALES - PRÉDIO IV (UDAJ - UNIJALES)
6785,2ª RAJ Araçatuba,Jales,Jales,1,FÓRUM JALES - PRÉDIO II
6788,6ª RAJ Ribeirão Preto,Jardinópolis,Jardinópolis,1,CEJUSC Jardinópolis II
6788,6ª RAJ Ribeirão Preto,Jardinópolis,Jardinópolis,1,Fórum Jardinópolis I
6787,1ª RAJ Grande São Paulo,Jandira,Jandira,1,Fórum de Jandira Des. CID NORBERTO VIEIRA DE SOUZA
6793,5ª RAJ Presidente Prudente,João Ramalho,Quatá,0,Fórum I da Comarca de Quatá
6793,5ª RAJ Presidente Prudente,João Ramalho,Quatá,0,Fórum II da Comarca de Quatá (Cartório Eleitorial)
6790,3ª RAJ Bauru,Jaú,Jaú,1,Fórum Jaú I
6790,3ª RAJ Bauru,Jaú,Jaú,1,Fórum Jaú I - Antonio Hermógenes Altenfelder Silva
6790,3ª RAJ Bauru,Jaú,Jaú,1,Fórum Jaú III (Anexo do JEC - FJAU)
6796,4ª RAJ Campinas,Jumirim,Tietê,0,Fórum Tietê
6796,4ª RAJ Campinas,Jumirim,Tietê,0,Fórum da Comarca de Tietê III (Cartório Eleitoral)
6792,4ª RAJ Campinas,Joanópolis,Piracaia,0,Fórum Desembargador Joaquim Barbosa de Almeida
6797,4ª RAJ Campinas,Jundiaí,Jundiaí,1,Fórum Jundiaí I - (Principal)
6797,4ª RAJ Campinas,Jundiaí,Jundiaí,1,Fórum Jundiaí III - (Anexo do JEC – FACULD. DIREITO PE. ANCHIETA)
6791,6ª RAJ Ribeirão Preto,Jeriquara,Pedregulho,0,FÓRUM DESEMBARGADOR DÍNIO DE SANTIS GARCIA
6795,2ª RAJ Araçatuba,Júlio Mesquita,Cafelândia,0,Fórum Cafelândia I - (Principal)
6795,2ª RAJ Araçatuba,Júlio Mesquita,Cafelândia,0,Fórum Cafelândia II - (JEC e CEJUSC)
6795,2ª RAJ Araçatuba,Júlio Mesquita,Cafelândia,0,Fórum Cafelândia III - (JEC - UAAJ - JÚLIO MESQUITA )
6794,8ª RAJ São José do Rio Preto,José Bonifácio,José Bonifácio,1,Fórum José Bonifácio - II (CEJUSC)
6794,8ª RAJ São José do Rio Preto,José Bonifácio,José Bonifácio,1,Fórum José Bonifácio I (Principal)
6799,7ª RAJ Santos,Juquiá,Juquiá,1,Fórum Juquiá
6803,2ª RAJ Araçatuba,Lavínia,Mirandópolis,0,Fórum Mirandópolis
6803,2ª RAJ Araçatuba,Lavínia,Mirandópolis,0,Fórum Mirandópolis (Arquivo)
6803,2ª RAJ Araçatuba,Lavínia,Mirandópolis,0,Fórum Mirandópolis (Juizado Especial Cível e Criminal)
6801,9ª RAJ São José dos Campos,Lagoinha,São Luiz do Paraitinga,0,Promotor Francisco Esmeraldo de Melo
6800,1ª RAJ Grande São Paulo,Juquitiba,Itapecerica da Serra,0,Fórum I Itapecerica da Serra
6798,5ª RAJ Presidente Prudente,Junqueirópolis,Junqueirópolis,1,Fórum II Junqueirópolis (CEJUSC)
6798,5ª RAJ Presidente Prudente,Junqueirópolis,Junqueirópolis,1,Fórum Junqueirópolis
6816,0ª RAJ Sem Região,Luiziânia,Penápolis,0,Fórum Penápolis I -
6816,0ª RAJ Sem Região,Luiziânia,Penápolis,0,Fórum Penápolis II - (Juizado Especial)
6826,5ª RAJ Presidente Prudente,Marabá Paulista,Presidente Venceslau,0,Fórum Presidente Venceslau - J.P.C. Cardoso
6828,8ª RAJ São José do Rio Preto,Marapoama,Itajobi,0,FORO DA COMARCA DE ITAJOBI
6802,4ª RAJ Campinas,Laranjal Paulista,Laranjal Paulista,1,Fórum Deputado José Costa
6808,4ª RAJ Campinas,Lindóia,Águas de Lindóia,0,Fórum Águas de Lindóia
6808,4ª RAJ Campinas,Lindóia,Águas de Lindóia,0,Fórum Águas de Lindóia (J.E.CÍVEL e Criminal)
6827,5ª RAJ Presidente Prudente,Maracaí,Maracaí,1,Fórum Desembargador Joaquim Bandeira de Mello
6827,5ª RAJ Presidente Prudente,Maracaí,Maracaí,1,Fórum Maracaí II - Juizado Especial Cível e Criminal e CEJUSC
6827,5ª RAJ Presidente Prudente,Maracaí,Maracaí,1,Fórum Maracaí III - Anexo do Ofício  - Seção Criminal
6805,4ª RAJ Campinas,Leme,Leme,1,Fórum Dr Oscar Ulson
6805,4ª RAJ Campinas,Leme,Leme,1,Fórum II Leme - (Juizado Especial)
6805,4ª RAJ Campinas,Leme,Leme,1,Fórum IV Leme - (Anexo do JEC - UNIFIAN)
6831,2ª RAJ Araçatuba,Marinópolis,Palmeira d'Oeste,0,Fórum da Comarca de Palmeira d’Oeste
6811,0ª RAJ Sem Região,Lourdes,Buritama,0,Fórum Buritama
6804,9ª RAJ São José dos Campos,Lavrinhas,Cruzeiro,0,Fórum I Cruzeiro
6804,9ª RAJ São José dos Campos,Lavrinhas,Cruzeiro,0,Fórum I
6804,9ª RAJ São José dos Campos,Lavrinhas,Cruzeiro,0,Fórum II Cruzeiro (Residência Oficial)
6804,9ª RAJ São José dos Campos,Lavrinhas,Cruzeiro,0,Fórum III Cruzeiro (Posto do CEJUSC)
6807,4ª RAJ Campinas,Limeira,Limeira,1,FORUM DA COMARCA DE LIMEIRA I (CÍVEL)
6807,4ª RAJ Campinas,Limeira,Limeira,1,FÓRUM DA COMARCA DE LIMEIRA II (CRIMINAL)
6807,4ª RAJ Campinas,Limeira,Limeira,1,FÓRUM DA COMARCA DE LIMEIRA III (CEJUSC)
6807,4ª RAJ Campinas,Limeira,Limeira,1,Posto Iracemápolis - Cejusc de Limeira - Foro de Limeira
6806,3ª RAJ Bauru,Lençóis Paulista,Lençóis Paulista,1,Fórum Lençóis Paulista I - (Octávio Pinheiro Brizola)
6806,3ª RAJ Bauru,Lençóis Paulista,Lençóis Paulista,1,Setor das Execuções Fiscais da Comarca de Lençóis Paulista
6806,3ª RAJ Bauru,Lençóis Paulista,Lençóis Paulista,1,Centro Judiciário de Solução de Conflitos e Cidadania da Comarca de Lençóis Pta.
6817,5ª RAJ Presidente Prudente,Lupércio,Garça,0,Fórum I Garça
6817,5ª RAJ Presidente Prudente,Lupércio,Garça,0,Fórum II Garça (CEJUSC)
6815,6ª RAJ Ribeirão Preto,Luís Antônio,São Simão,0,Fórum de São Simão
6815,6ª RAJ Ribeirão Preto,Luís Antônio,São Simão,0,Fórum II São Simão (Residência Oficial)
6834,1ª RAJ Grande São Paulo,Mauá,Mauá,1,Fórum Mauá I - (Principal)
6812,4ª RAJ Campinas,Louveira,Louveira,1,Desembargador Lourenço Agostinho Abbá Filho
6809,2ª RAJ Araçatuba,Lins,Lins,1,Fórum Lins I
6809,2ª RAJ Araçatuba,Lins,Lins,1,Fórum Lins III - CEJUSC
6809,2ª RAJ Araçatuba,Lins,Lins,1,Fórum Lins IV - CEJUSC (Polícia)
6822,8ª RAJ São José do Rio Preto,Magda,Nhandeara,0,Fórum Nhandeara
6822,8ª RAJ São José do Rio Preto,Magda,Nhandeara,0,Fórum Nhandeara II - (Juizado Especial Cível e Criminal)
6822,8ª RAJ São José do Rio Preto,Magda,Nhandeara,0,Fórum Nhandeara III (Anexo Escola Joaquim Fernandes de Melo)
6820,8ª RAJ São José do Rio Preto,Macaubal,Macaubal,1,Fórum Macaubal I
6820,8ª RAJ São José do Rio Preto,Macaubal,Macaubal,1,Fórum Macaubal II - (JECC e Psicossocial)
6813,5ª RAJ Presidente Prudente,Lucélia,Lucélia,1,Fórum Lucélia
6818,5ª RAJ Presidente Prudente,Lutécia,Paraguaçu Paulista,0,Fórum Paraguaçu Paulista
6823,10ª RAJ Sorocaba,Mairinque,Mairinque,1,Fórum Mairinque
6810,9ª RAJ São José dos Campos,Lorena,Lorena,1,Fórum Lorena
6819,3ª RAJ Bauru,Macatuba,Macatuba,1,Fórum Desembargador José Gonçalves Sobrinho
6821,8ª RAJ São José do Rio Preto,Macedônia,Fernandópolis,0,Fórum Fernandópolis I
6821,8ª RAJ São José do Rio Preto,Macedônia,Fernandópolis,0,Fórum Fernandópolis II - (Setor das Execuções Fiscais)
6821,8ª RAJ São José do Rio Preto,Macedônia,Fernandópolis,0,Fórum Fernandópolis III (CEJUSC)
6821,8ª RAJ São José do Rio Preto,Macedônia,Fernandópolis,0,Fórum Fernandópolis IV (Psicólogos e Assist. Social)
6821,8ª RAJ São José do Rio Preto,Macedônia,Fernandópolis,0,Fórum Fernandópolis V (UNIV. BRASIL (Antiga UNICASTELO) – CAMPUS VII
6821,8ª RAJ São José do Rio Preto,Macedônia,Fernandópolis,0,Fórum Fernandópolis VI (Anexo do Juizado)
6825,3ª RAJ Bauru,Manduri,Piraju,0,Fórum Dr. Simão Eugênio de Oliveira Lima
6825,3ª RAJ Bauru,Manduri,Piraju,0,JUIZADO ESPECIAL CÍVEL E CRIMINAL DE PIRAJU
6829,5ª RAJ Presidente Prudente,Mariápolis,Adamantina,0,Fórum I Adamantina
6829,5ª RAJ Presidente Prudente,Mariápolis,Adamantina,0,Fórum II Adamantina (Residência Oficial)
6829,5ª RAJ Presidente Prudente,Mariápolis,Adamantina,0,Fórum III Adamantina - UAAJ - FAC. ADAM. INTEGRADAS
6824,1ª RAJ Grande São Paulo,Mairiporã,Mairiporã,1,Fórum Mairiporã
6824,1ª RAJ Grande São Paulo,Mairiporã,Mairiporã,1,Mairiporâ III - CEJUSC
6824,1ª RAJ Grande São Paulo,Mairiporã,Mairiporã,1,Prédio do Setor das Execuções Fiscais
6841,8ª RAJ São José do Rio Preto,Mira Estrela,Cardoso,0,Fórum Cardoso
6814,3ª RAJ Bauru,Lucianópolis,Duartina,0,Fórum da Comarca de Duartina (Prof. Dr. Silvio Marques Junior)
6839,3ª RAJ Bauru,Mineiros do Tietê,Jaú,0,Fórum Jaú I
6839,3ª RAJ Bauru,Mineiros do Tietê,Jaú,0,Fórum Jaú I - Antonio Hermógenes Altenfelder Silva
6839,3ª RAJ Bauru,Mineiros do Tietê,Jaú,0,Fórum Jaú III (Anexo do JEC - FJAU)
6837,2ª RAJ Araçatuba,Mesópolis,Jales,0,"FÓRUM ""DR. JOVIANO PACHECO AGUIRRE"" - JALES"
6837,2ª RAJ Araçatuba,Mesópolis,Jales,0,FÓRUM JALES - PRÉDIO III (CEJUSC)
6837,2ª RAJ Araçatuba,Mesópolis,Jales,0,FÓRUM JALES - PRÉDIO IV (UDAJ - UNIJALES)
6837,2ª RAJ Araçatuba,Mesópolis,Jales,0,FÓRUM JALES - PRÉDIO II
6833,6ª RAJ Ribeirão Preto,Matão,Matão,1,Fórum I Matão
6832,5ª RAJ Presidente Prudente,Martinópolis,Martinópolis,1,Fórum Martinópolis
6832,5ª RAJ Presidente Prudente,Martinópolis,Martinópolis,1,"Juizado Especial Cível, Criminal e da Fazenda Pública"
6830,5ª RAJ Presidente Prudente,Marília,Marília,1,Fórum Marília I
6830,5ª RAJ Presidente Prudente,Marília,Marília,1,Fórum Marília II (VEC e SAF)
6830,5ª RAJ Presidente Prudente,Marília,Marília,1,Fórum Marília III (Psicosocial)
6830,5ª RAJ Presidente Prudente,Marília,Marília,1,Fórum Marília IV (CEJUSC)
6835,8ª RAJ São José do Rio Preto,Mendonça,José Bonifácio,0,Fórum José Bonifácio - II (CEJUSC)
6835,8ª RAJ São José do Rio Preto,Mendonça,José Bonifácio,0,Fórum José Bonifácio I (Principal)
6838,6ª RAJ Ribeirão Preto,Miguelópolis,Miguelópolis,1,Fórum de Miguelópolis
6836,8ª RAJ São José do Rio Preto,Meridiano,Fernandópolis,0,Fórum Fernandópolis I
6836,8ª RAJ São José do Rio Preto,Meridiano,Fernandópolis,0,Fórum Fernandópolis II - (Setor das Execuções Fiscais)
6836,8ª RAJ São José do Rio Preto,Meridiano,Fernandópolis,0,Fórum Fernandópolis III (CEJUSC)
6836,8ª RAJ São José do Rio Preto,Meridiano,Fernandópolis,0,Fórum Fernandópolis IV (Psicólogos e Assist. Social)
6836,8ª RAJ São José do Rio Preto,Meridiano,Fernandópolis,0,Fórum Fernandópolis V (UNIV. BRASIL (Antiga UNICASTELO) – CAMPUS VII
6836,8ª RAJ São José do Rio Preto,Meridiano,Fernandópolis,0,Fórum Fernandópolis VI (Anexo do Juizado)
6840,7ª RAJ Santos,Miracatu,Miracatu,1,Fórum Isidoro de Jesus Leite
6844,8ª RAJ São José do Rio Preto,Mirassol,Mirassol,1,CEJUSC - Mirassol
6844,8ª RAJ São José do Rio Preto,Mirassol,Mirassol,1,Fórum de Mirassol I
6844,8ª RAJ São José do Rio Preto,Mirassol,Mirassol,1,Fórum Mirassol - Anexo Fiscal
6842,2ª RAJ Araçatuba,Mirandópolis,Mirandópolis,1,Fórum Mirandópolis
6842,2ª RAJ Araçatuba,Mirandópolis,Mirandópolis,1,Fórum Mirandópolis (Arquivo)
6842,2ª RAJ Araçatuba,Mirandópolis,Mirandópolis,1,Fórum Mirandópolis (Juizado Especial Cível e Criminal)
6843,5ª RAJ Presidente Prudente,Mirante do Paranapanema,Mirante do Paranapanema,1,Fórum I Mirante do Paranapanema
6848,4ª RAJ Campinas,Mogi Guaçu,Mogi Guaçu,1,Fórum Mogi Guaçu I
6848,4ª RAJ Campinas,Mogi Guaçu,Mogi Guaçu,1,Fórum Mogi Guaçu II - (Anexo Fiscal e Juizado Especial)
6847,1ª RAJ Grande São Paulo,Mogi das Cruzes,Mogi das Cruzes,1,"Fórum I Leôncio Arouche de Toledo (Cível, V. Infância e Juventude, JEC e JECRIM)"
6847,1ª RAJ Grande São Paulo,Mogi das Cruzes,Mogi das Cruzes,1,Fórum II de Mogi das Cruzes - Braz Cubas (Criminal)
6847,1ª RAJ Grande São Paulo,Mogi das Cruzes,Mogi das Cruzes,1,Forum III de Mogi das Cruzes (Fazenda Pública)
6847,1ª RAJ Grande São Paulo,Mogi das Cruzes,Mogi das Cruzes,1,Fórum IV Mogi das Cruzes (CEJUSC - UMC)
6847,1ª RAJ Grande São Paulo,Mogi das Cruzes,Mogi das Cruzes,1,Fórum V Mogi das Cruzes (Juizado Itinerante - Biritiba Mirim)
6847,1ª RAJ Grande São Paulo,Mogi das Cruzes,Mogi das Cruzes,1,Fórum VI Mogi das Cruzes (Universidade Braz Cubas)
6845,8ª RAJ São José do Rio Preto,Mirassolândia,Mirassol,0,CEJUSC - Mirassol
6845,8ª RAJ São José do Rio Preto,Mirassolândia,Mirassol,0,Fórum de Mirassol I
6845,8ª RAJ São José do Rio Preto,Mirassolândia,Mirassol,0,Fórum Mirassol - Anexo Fiscal
6850,4ª RAJ Campinas,Mombuca,Capivari,0,Fórum Capivari
6876,8ª RAJ São José do Rio Preto,Nova Granada,Nova Granada,1,Fórum Nova Granada I - Principal
6876,8ª RAJ São José do Rio Preto,Nova Granada,Nova Granada,1,Fórum Nova Granada II (CEJUSC)
6875,6ª RAJ Ribeirão Preto,Nova Europa,Araraquara,0,Fórum Juiz Macedo Couto
6875,6ª RAJ Ribeirão Preto,Nova Europa,Araraquara,0,Fórum Araraquara III - (CEJUSC)
6855,8ª RAJ São José do Rio Preto,Monte Aprazível,Monte Aprazível,1,Fórum Monte Aprazível
6855,8ª RAJ São José do Rio Preto,Monte Aprazível,Monte Aprazível,1,Fórum Monte Aprazível (Juizado Especial Cível e Criminal)
6862,6ª RAJ Ribeirão Preto,Motuca,Américo Brasiliense,0,Fórum Américo Brasiliense
6865,5ª RAJ Presidente Prudente,Narandiba,Pirapozinho,0,Dr. Antonio José Machado Dias
6852,7ª RAJ Santos,Mongaguá,Mongaguá,1,"Fórum ""Juiz Eleutério Dutra Filho"" - Mongaguá"
6853,4ª RAJ Campinas,Monte Alegre do Sul,Amparo,0,Fórum Dr. Laudo Ferreira de Camargo
6853,4ª RAJ Campinas,Monte Alegre do Sul,Amparo,0,Setor das Execuções Fiscais e Setor Técnico Psicossocial
6853,4ª RAJ Campinas,Monte Alegre do Sul,Amparo,0,"Juizado Especial Cível e Crim., Colégio Recursal e CEJUSC"
6856,8ª RAJ São José do Rio Preto,Monte Azul Paulista,Monte Azul Paulista,1,Fórum II Monte Azul Paulista (Residência Oficial)
6856,8ª RAJ São José do Rio Preto,Monte Azul Paulista,Monte Azul Paulista,1,Fórum Desembargador Otávio Stucchi - Monte Azul Paulista -
6849,4ª RAJ Campinas,Mogi Mirim,Mogi Mirim,1,Fórum Mogi Mirim I (Principal)
6849,4ª RAJ Campinas,Mogi Mirim,Mogi Mirim,1,Fórum Mogi Mirim II - SEF (Secr. da Fazenda)
6849,4ª RAJ Campinas,Mogi Mirim,Mogi Mirim,1,"Fórum Mogi Mirim III - CEJUSC, JUIZADO ESP.CÍVEL E CRIMINALE COLÉGIO RECURSAL"
6858,9ª RAJ São José dos Campos,Monteiro Lobato,São José dos Campos,0,Fórum São José dos Campos I (Principal)
6858,9ª RAJ São José dos Campos,Monteiro Lobato,São José dos Campos,0,Fórum São José dos Campos II - (CEJUSC e Execuções Fiscais)
6858,9ª RAJ São José dos Campos,Monteiro Lobato,São José dos Campos,0,Fórum São José dos Campos IV (Anexo Unip)
