id_municipio_tjsp,raj,municipio_tjsp,comarca_tjsp,comarca_sede,imoveis
6615,5ª RAJ Presidente Prudente,Campos Novos Paulista,Palmital,0,Fórum Dr. Ethayba Gilson Parahiba
6614,9ª RAJ São José dos Campos,Campos do Jordão,Campos do Jordão,1,Fórum Campos do Jordão I - (Des.José Carlos de Macedo Soares)
6632,8ª RAJ São José do Rio Preto,Cedral,São José do Rio Preto,0,Fórum São José do Rio Preto I - (Central)
6632,8ª RAJ São José do Rio Preto,Cedral,São José do Rio Preto,0,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)"
6632,8ª RAJ São José do Rio Preto,Cedral,São José do Rio Preto,0,"Fórum São José do Rio Preto III - (Família, JEC e Infância)"
6616,7ª RAJ Santos,Cananéia,Cananéia,1,Fórum Cananéia - JOAQUIM GUEDES ALCOFORADO
6640,4ª RAJ Campinas,Conchal,Conchal,1,Fórum I Conchal
6640,4ª RAJ Campinas,Conchal,Conchal,1,Fórum II Conchal (CEJUSC)
6635,10ª RAJ Sorocaba,Cesário Lange,Cesário Lange,1,Fórum da Comarca de Cesário Lange
6617,9ª RAJ São José dos Campos,Canas,Lorena,0,Fórum Lorena
6618,5ª RAJ Presidente Prudente,Cândido Mota,Cândido Mota,1,Fórum Cândido Mota
6625,1ª RAJ Grande São Paulo,Carapicuíba,Carapicuíba,1,Fórum Carapicuíba I - (Des. Coaracy Lacerda Madureira)
6625,1ª RAJ Grande São Paulo,Carapicuíba,Carapicuíba,1,Fórum Carapicuíba II (Arquivo)
6644,3ª RAJ Bauru,Coronel Macedo,Taquarituba,0,Fórum I Taquarituba - Joaquim Rodrigues
6644,3ª RAJ Bauru,Coronel Macedo,Taquarituba,0,Fórum II Taquarituba (Residência Oficial)
6642,4ª RAJ Campinas,Cordeirópolis,Cordeirópolis,1,Fórum Cordeirópolis
6645,4ª RAJ Campinas,Corumbataí,Rio Claro,0,Fórum Rio Claro I - (Central) - Desembargador Paulo Colombo Pereira de Queiroz
6645,4ª RAJ Campinas,Corumbataí,Rio Claro,0,Fórum Rio Claro V - (Estacionamento)
6645,4ª RAJ Campinas,Corumbataí,Rio Claro,0,Fórum Rio Claro VII - (Criminal) - Doutor Luiz Gonzaga de Arruda Campos
6620,3ª RAJ Bauru,Canitar,Chavantes,0,Fórum Chavantes
6620,3ª RAJ Bauru,Canitar,Chavantes,0,Fórum (Segundo Prédio)
6627,6ª RAJ Ribeirão Preto,Casa Branca,Casa Branca,1,Fórum Casa Branca
6623,4ª RAJ Campinas,Capivari,Capivari,1,Fórum Capivari
6646,4ª RAJ Campinas,Cosmópolis,Cosmópolis,1,Desembargador Rubens Andrade de Noronha
6631,8ª RAJ São José do Rio Preto,Catiguá,Tabapuã,0,Fórum Tabapuã
6648,1ª RAJ Grande São Paulo,Cotia,Cotia,1,Fórum Cotia I - Theodomiro Dias
6648,1ª RAJ Grande São Paulo,Cotia,Cotia,1,Fórum Cotia II - Arquivo
6622,10ª RAJ Sorocaba,Capela do Alto,Tatuí,0,Fórum Tatuí I
6626,8ª RAJ São José do Rio Preto,Cardoso,Cardoso,1,Fórum Cardoso
6630,8ª RAJ São José do Rio Preto,Catanduva,Catanduva,1,"Fórum ""Dr. Renato Bueno Netto"""
6630,8ª RAJ São José do Rio Preto,Catanduva,Catanduva,1,Fórum Catanduva II - (Anexo Fiscal)
6630,8ª RAJ São José do Rio Preto,Catanduva,Catanduva,1,Fórum Catanduva III - (CEJUSC)
6621,10ª RAJ Sorocaba,Capão Bonito,Capão Bonito,1,Anexo do JEC - UAAJ - GUAPIARA
6621,10ª RAJ Sorocaba,Capão Bonito,Capão Bonito,1,Fórum da Comarca de Capão Bonito
6629,2ª RAJ Araçatuba,Castilho,Andradina,0,Fórum Andradina I (Homero Rodrigues Silva)
6629,2ª RAJ Araçatuba,Castilho,Andradina,0,Fórum Andradina III - Anexo de Violência Doméstica e Familiar Contra a Mulher
6629,2ª RAJ Araçatuba,Castilho,Andradina,0,Fórum Andradina V - Anexo do Juizado de Andradina - UAAJ - CASTILHO
6624,9ª RAJ São José dos Campos,Caraguatatuba,Caraguatatuba,1,Fórum Caraguatatuba (CEJUSC)
6624,9ª RAJ São José dos Campos,Caraguatatuba,Caraguatatuba,1,Fórum  de Caraguatatuba
6624,9ª RAJ São José dos Campos,Caraguatatuba,Caraguatatuba,1,Serviço Anexo das Fazendas
6643,2ª RAJ Araçatuba,Coroados,Birigui,0,Fórum I Birigüi
6643,2ª RAJ Araçatuba,Coroados,Birigui,0,Fórum II Birigui (Depósito)
6619,6ª RAJ Ribeirão Preto,Cândido Rodrigues,Taquaritinga,0,Fórum Taquaritinga I
6619,6ª RAJ Ribeirão Preto,Cândido Rodrigues,Taquaritinga,0,Fórum Taquaritinga II (Anexo Fiscal / JECCrim / Central de Mandados)
6619,6ª RAJ Ribeirão Preto,Cândido Rodrigues,Taquaritinga,0,Fórum Taquaritinga III ( CEJUSC )
6639,8ª RAJ São José do Rio Preto,Colômbia,Barretos,0,Fórum I Barretos
6639,8ª RAJ São José do Rio Preto,Colômbia,Barretos,0,Fórum III Barretos (Anexo do Juizado Especial Cível - UNIFEB)
6628,6ª RAJ Ribeirão Preto,Cássia dos Coqueiros,Cajuru,0,Fórum Cajuru (Dr. Amaury Manço)
6637,2ª RAJ Araçatuba,Clementina,Birigui,0,Fórum I Birigüi
6637,2ª RAJ Araçatuba,Clementina,Birigui,0,Fórum II Birigui (Depósito)
6636,4ª RAJ Campinas,Charqueada,Piracicaba,0,Fórum Piracicaba I - (Principal)
6633,3ª RAJ Bauru,Cerqueira César,Cerqueira César,1,Fórum Cerqueira César
6651,5ª RAJ Presidente Prudente,Cruzália,Maracaí,0,Fórum Desembargador Joaquim Bandeira de Mello
6651,5ª RAJ Presidente Prudente,Cruzália,Maracaí,0,Fórum Maracaí II - Juizado Especial Cível e Criminal e CEJUSC
6651,5ª RAJ Presidente Prudente,Cruzália,Maracaí,0,Fórum Maracaí III - Anexo do Ofício  - Seção Criminal
6638,8ª RAJ São José do Rio Preto,Colina,Colina,1,Fórum Colina - Desembargador Alcides Faro
6634,4ª RAJ Campinas,Cerquilho,Cerquilho,1,Fórum Desembargador Dirceu Rocha Lima
6652,9ª RAJ São José dos Campos,Cruzeiro,Cruzeiro,1,Fórum I Cruzeiro
6652,9ª RAJ São José dos Campos,Cruzeiro,Cruzeiro,1,Fórum I
6652,9ª RAJ São José dos Campos,Cruzeiro,Cruzeiro,1,Fórum II Cruzeiro (Residência Oficial)
6652,9ª RAJ São José dos Campos,Cruzeiro,Cruzeiro,1,Fórum III Cruzeiro (Posto do CEJUSC)
6649,6ª RAJ Ribeirão Preto,Cravinhos,Cravinhos,1,Fórum I Cravinhos
6649,6ª RAJ Ribeirão Preto,Cravinhos,Cravinhos,1,Fórum II Cravinhos (Residência Oficial)
6647,8ª RAJ São José do Rio Preto,Cosmorama,Tanabi,0,Fórum Dr. Acrísio Pires Domingues
6647,8ª RAJ São José do Rio Preto,Cosmorama,Tanabi,0,Fórum Tanabi (Juizado Especial Cível e Criminal)
6641,3ª RAJ Bauru,Conchas,Conchas,1,Fórum Conchas
6641,3ª RAJ Bauru,Conchas,Conchas,1,Fórum Conchas III – (Anexo do Juizado - UAAJ - ANHEMBI)
6641,3ª RAJ Bauru,Conchas,Conchas,1,Fórum Conchas IV – (Anexo do Juizado - UAAJ - PEREIRAS)
6650,6ª RAJ Ribeirão Preto,Cristais Paulista,Franca,0,Fórum I de Franca
6650,6ª RAJ Ribeirão Preto,Cristais Paulista,Franca,0,Fórum III de Franca (CEJUSC - Posto)
6650,6ª RAJ Ribeirão Preto,Cristais Paulista,Franca,0,Fórum IV de Franca (Anexo do JEC - UNESP)
6650,6ª RAJ Ribeirão Preto,Cristais Paulista,Franca,0,Fórum V de Franca (CEJUSC - 5ª Cia do 15º BPM-I)
6672,1ª RAJ Grande São Paulo,Embu-Guaçu,Embu-Guaçu,1,Fórum Embu-Guaçu
6657,2ª RAJ Araçatuba,Dirce Reis,Jales,0,"FÓRUM ""DR. JOVIANO PACHECO AGUIRRE"" - JALES"
6657,2ª RAJ Araçatuba,Dirce Reis,Jales,0,FÓRUM JALES - PRÉDIO III (CEJUSC)
6657,2ª RAJ Araçatuba,Dirce Reis,Jales,0,FÓRUM JALES - PRÉDIO IV (UDAJ - UNIJALES)
6657,2ª RAJ Araçatuba,Dirce Reis,Jales,0,FÓRUM JALES - PRÉDIO II
6653,7ª RAJ Santos,Cubatão,Cubatão,1,Fórum Cubatão - I
6654,9ª RAJ São José dos Campos,Cunha,Cunha,1,Fórum I Cunha (Desembargador Hildebrando Dantas de Freitas)
6668,4ª RAJ Campinas,Elias Fausto,Monte Mor,0,Fórum Desembargador Antonio Garrigós Vinhaes
6655,6ª RAJ Ribeirão Preto,Descalvado,Descalvado,1,FÓRUM DA COMARCA DE DESCALVADO
6680,3ª RAJ Bauru,Fartura,Fartura,1,Fórum Desembargador Edmond Acar
6661,8ª RAJ São José do Rio Preto,Dolcinópolis,Estrela dOeste,0,Fórum Estrela D'Oeste
6660,3ª RAJ Bauru,Dois Córregos,Dois Córregos,1,Fórum Dois Córregos
6660,3ª RAJ Bauru,Dois Córregos,Dois Córregos,1,Fórum Dois Córregos II (Residência Oficial)
6673,5ª RAJ Presidente Prudente,Emilianópolis,Presidente Bernardes,0,Fórum Ministro Pedro Lessa
6673,5ª RAJ Presidente Prudente,Emilianópolis,Presidente Bernardes,0,Fórum Presidente Bernardes (CEJUSC)
6669,8ª RAJ São José do Rio Preto,Elisiário,Catanduva,0,"Fórum ""Dr. Renato Bueno Netto"""
6669,8ª RAJ São José do Rio Preto,Elisiário,Catanduva,0,Fórum Catanduva II - (Anexo Fiscal)
6669,8ª RAJ São José do Rio Preto,Elisiário,Catanduva,0,Fórum Catanduva III - (CEJUSC)
6666,5ª RAJ Presidente Prudente,Echaporã,Assis,0,Fórum Assis I - Dr. José Claudino de Oliveira Dias
6656,1ª RAJ Grande São Paulo,Diadema,Diadema,1,Fórum Diadema - Cível
6656,1ª RAJ Grande São Paulo,Diadema,Diadema,1,Fórum Diadema - Criminal
6656,1ª RAJ Grande São Paulo,Diadema,Diadema,1,Fórum Diadema - Juizado Especial Cível
6656,1ª RAJ Grande São Paulo,Diadema,Diadema,1,Fórum Diadema - Fazenda Pública
6665,6ª RAJ Ribeirão Preto,Dumont,Sertãozinho,0,Fórum Sertãozinho I
6665,6ª RAJ Ribeirão Preto,Dumont,Sertãozinho,0,Fórum Sertãozinho II - CEJUSC / SEF
6662,6ª RAJ Ribeirão Preto,Dourado,Ribeirão Bonito,0,Fórum I Ribeirão Bonito
6688,5ª RAJ Presidente Prudente,Florínia,Assis,0,Fórum Assis I - Dr. José Claudino de Oliveira Dias
6676,3ª RAJ Bauru,Espírito Santo do Turvo,Santa Cruz do Rio Pardo,0,Fórum Doutor Augusto José da Costa
6676,3ª RAJ Bauru,Espírito Santo do Turvo,Santa Cruz do Rio Pardo,0,Fórum Santa Cruz do Rio Pardo (Juizado Especial Cível)
6670,8ª RAJ São José do Rio Preto,Embaúba,Olímpia,0,Fórum Olímpia I - (Principal)
6670,8ª RAJ São José do Rio Preto,Embaúba,Olímpia,0,Fórum Olímpia II (3ª Vara Cível)
6670,8ª RAJ São José do Rio Preto,Embaúba,Olímpia,0,Fórum Olímpia III - (Vara do Juizado Especial Cível e Criminal)
6670,8ª RAJ São José do Rio Preto,Embaúba,Olímpia,0,Fórum Olímpia IV - (Setor das Execuções Fiscais)
6670,8ª RAJ São José do Rio Preto,Embaúba,Olímpia,0,Fórum Olímpia V - (CEJUSC)
6670,8ª RAJ São José do Rio Preto,Embaúba,Olímpia,0,Fórum Olímpia VI - (Anexo do JEC - UAAJ - CAJOBI)
6663,5ª RAJ Presidente Prudente,Dracena,Dracena,1,Fórum de Dracena VI (CEJUSC)
6663,5ª RAJ Presidente Prudente,Dracena,Dracena,1,Fórum Dracena I - (Principal)
6663,5ª RAJ Presidente Prudente,Dracena,Dracena,1,Fórum Dracena II - Juizado Especial Cível e Criminal
6663,5ª RAJ Presidente Prudente,Dracena,Dracena,1,Fórum Dracena V - (CEJUSC - POSTO AVANÇADO - 1ª CIA - PM)
6682,6ª RAJ Ribeirão Preto,Fernando Prestes,Taquaritinga,0,Fórum Taquaritinga I
6682,6ª RAJ Ribeirão Preto,Fernando Prestes,Taquaritinga,0,Fórum Taquaritinga II (Anexo Fiscal / JECCrim / Central de Mandados)
6682,6ª RAJ Ribeirão Preto,Fernando Prestes,Taquaritinga,0,Fórum Taquaritinga III ( CEJUSC )
6658,6ª RAJ Ribeirão Preto,Divinolândia,São Sebastião da Grama,0,Fórum da Comarca de São Sebastião da Grama
6658,6ª RAJ Ribeirão Preto,Divinolândia,São Sebastião da Grama,0,Fórum da Comarca de São Sebastião da Grama
6658,6ª RAJ Ribeirão Preto,Divinolândia,São Sebastião da Grama,0,Fórum da Comarca de São Sebastião da Grama (JEC)
6667,7ª RAJ Santos,Eldorado,Eldorado,1,Fórum Eldorado Paulista I
6675,4ª RAJ Campinas,Espírito Santo do Pinhal,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal I
6675,4ª RAJ Campinas,Espírito Santo do Pinhal,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal II - Arq.Geral/Cart. Eleitoral/Ass. Social
6675,4ª RAJ Campinas,Espírito Santo do Pinhal,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal III (CEJUSC)
6675,4ª RAJ Campinas,Espírito Santo do Pinhal,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal IV (Residência Oficial)
6690,4ª RAJ Campinas,Francisco Morato,Francisco Morato,1,Fórum Francisco Morato I - Vanderlei Aparecido Borges
6690,4ª RAJ Campinas,Francisco Morato,Francisco Morato,1,Fórum Francisco Morato IV
6690,4ª RAJ Campinas,Francisco Morato,Francisco Morato,1,Fórum Francisco Morato V - CEJUSC (Defensoria Pública)
6664,3ª RAJ Bauru,Duartina,Duartina,1,Fórum da Comarca de Duartina (Prof. Dr. Silvio Marques Junior)
6679,5ª RAJ Presidente Prudente,Euclides da Cunha Paulista,Teodoro Sampaio,0,Fórum de Teodoro Sampaio I (JIC e JEC)
6679,5ª RAJ Presidente Prudente,Euclides da Cunha Paulista,Teodoro Sampaio,0,Fórum de Teodoro Sampaio II (Anexo do JEC - UAAJ - Euclides da Cunha Paulista)
6681,8ª RAJ São José do Rio Preto,Fernandópolis,Fernandópolis,1,Fórum Fernandópolis I
6681,8ª RAJ São José do Rio Preto,Fernandópolis,Fernandópolis,1,Fórum Fernandópolis II - (Setor das Execuções Fiscais)
6681,8ª RAJ São José do Rio Preto,Fernandópolis,Fernandópolis,1,Fórum Fernandópolis III (CEJUSC)
6681,8ª RAJ São José do Rio Preto,Fernandópolis,Fernandópolis,1,Fórum Fernandópolis IV (Psicólogos e Assist. Social)
6681,8ª RAJ São José do Rio Preto,Fernandópolis,Fernandópolis,1,Fórum Fernandópolis V (UNIV. BRASIL (Antiga UNICASTELO) – CAMPUS VII
6681,8ª RAJ São José do Rio Preto,Fernandópolis,Fernandópolis,1,Fórum Fernandópolis VI (Anexo do Juizado)
6674,4ª RAJ Campinas,Engenheiro Coelho,Artur Nogueira,0,Fórum Artur Nogueira
6674,4ª RAJ Campinas,Engenheiro Coelho,Artur Nogueira,0,Fórum Artur Nogueira (CEJUSC)
6685,5ª RAJ Presidente Prudente,Flora Rica,Pacaembu,0,Fórum Pacaembu
6677,8ª RAJ São José do Rio Preto,Estrela dOeste,Estrela dOeste,1,Fórum Estrela D'Oeste
6678,5ª RAJ Presidente Prudente,Estrela do Norte,Pirapozinho,0,Dr. Antonio José Machado Dias
6683,5ª RAJ Presidente Prudente,Fernão,Gália,0,Comarca de Gália
6684,1ª RAJ Grande São Paulo,Ferraz de Vasconcelos,Ferraz de Vasconcelos,1,"Fórum de Ferraz de Vasconcelos ""Desembargador Ruy Toledo de Assumpção"""
6671,1ª RAJ Grande São Paulo,Embu das Artes,Embu das Artes,1,Fórum Desembargador Gilberto Valente da Silva - Comarca de Embu das Artes
6687,5ª RAJ Presidente Prudente,Flórida Paulista,Flórida Paulista,1,Fórum Flórida Paulista
6691,4ª RAJ Campinas,Franco da Rocha,Franco da Rocha,1,Fórum Franco da Rocha
6659,6ª RAJ Ribeirão Preto,Dobrada,Matão,0,Fórum I Matão
6686,8ª RAJ São José do Rio Preto,Floreal,Nhandeara,0,Fórum Nhandeara
6686,8ª RAJ São José do Rio Preto,Floreal,Nhandeara,0,Fórum Nhandeara II - (Juizado Especial Cível e Criminal)
6686,8ª RAJ São José do Rio Preto,Floreal,Nhandeara,0,Fórum Nhandeara III (Anexo Escola Joaquim Fernandes de Melo)
6695,8ª RAJ São José do Rio Preto,Gastão Vidigal,Nhandeara,0,Fórum Nhandeara
6695,8ª RAJ São José do Rio Preto,Gastão Vidigal,Nhandeara,0,Fórum Nhandeara II - (Juizado Especial Cível e Criminal)
6695,8ª RAJ São José do Rio Preto,Gastão Vidigal,Nhandeara,0,Fórum Nhandeara III (Anexo Escola Joaquim Fernandes de Melo)
6689,6ª RAJ Ribeirão Preto,Franca,Franca,1,Fórum I de Franca
6689,6ª RAJ Ribeirão Preto,Franca,Franca,1,Fórum III de Franca (CEJUSC - Posto)
6689,6ª RAJ Ribeirão Preto,Franca,Franca,1,Fórum IV de Franca (Anexo do JEC - UNESP)
6689,6ª RAJ Ribeirão Preto,Franca,Franca,1,Fórum V de Franca (CEJUSC - 5ª Cia do 15º BPM-I)
6694,5ª RAJ Presidente Prudente,Garça,Garça,1,Fórum I Garça
6694,5ª RAJ Presidente Prudente,Garça,Garça,1,Fórum II Garça (CEJUSC)
6719,5ª RAJ Presidente Prudente,Herculândia,Tupã,0,Fórum Tupã I
6710,2ª RAJ Araçatuba,Guararapes,Guararapes,1,Fórum I Guararapes
6713,10ª RAJ Sorocaba,Guareí,Porangaba,0,Fórum Porangaba I
6713,10ª RAJ Sorocaba,Guareí,Porangaba,0,Fórum Porangaba II (Anexo do JEC - UAAJ - BOFETE)
6713,10ª RAJ Sorocaba,Guareí,Porangaba,0,Fórum Porangaba III (Anexo do JEC - UAAJ - GUAREÍ)
6718,2ª RAJ Araçatuba,Guzolândia,Auriflama,0,Fórum Auriflama - (Ministro Domingos Franciulli Neto)
6722,6ª RAJ Ribeirão Preto,Iacanga,Iacanga,1,COMARCA DE IACANGA
6722,6ª RAJ Ribeirão Preto,Iacanga,Iacanga,1,Fórum Iacanga III (CEJUSC)
6711,1ª RAJ Grande São Paulo,Guararema,Guararema,1,Fórum I Guararema - (Dr. Francisco Xavier Moretz Sohm)
6711,1ª RAJ Grande São Paulo,Guararema,Guararema,1,Fórum II Guararema - (CEJUSC)
6698,2ª RAJ Araçatuba,Getulina,Getulina,1,Fórum Getulina I - (Principal)
6698,2ª RAJ Araçatuba,Getulina,Getulina,1,Fórum Getulina II - (Unidade Forense)
6705,6ª RAJ Ribeirão Preto,Guará,Guará,1,Fórum Guará - Desembargador Valentim Alves da Silva
6700,2ª RAJ Araçatuba,Guaiçara,Lins,0,Fórum Lins I
6700,2ª RAJ Araçatuba,Guaiçara,Lins,0,Fórum Lins III - CEJUSC
6700,2ª RAJ Araçatuba,Guaiçara,Lins,0,Fórum Lins IV - CEJUSC (Polícia)
6724,3ª RAJ Bauru,Iaras,Cerqueira César,0,Fórum Cerqueira César
6699,2ª RAJ Araçatuba,Glicério,Penápolis,0,Fórum Penápolis I -
6699,2ª RAJ Araçatuba,Glicério,Penápolis,0,Fórum Penápolis II - (Juizado Especial)
6693,5ª RAJ Presidente Prudente,Gália,Gália,1,Comarca de Gália
6701,2ª RAJ Araçatuba,Guaimbê,Getulina,0,Fórum Getulina I - (Principal)
6701,2ª RAJ Araçatuba,Guaimbê,Getulina,0,Fórum Getulina II - (Unidade Forense)
6708,8ª RAJ São José do Rio Preto,Guarani d'Oeste,Ouroeste,0,FORO DA COMARCA DE OUROESTE
6708,8ª RAJ São José do Rio Preto,Guarani d'Oeste,Ouroeste,0,Fórum ca Comarca de Ouroeste II (CEJUSC)
6708,8ª RAJ São José do Rio Preto,Guarani d'Oeste,Ouroeste,0,Fórum da Comarca de Ouroeste III (Anexo do JEC - UAAJ - INDIAPORÃ)
6696,6ª RAJ Ribeirão Preto,Gavião Peixoto,Araraquara,0,Fórum Juiz Macedo Couto
6696,6ª RAJ Ribeirão Preto,Gavião Peixoto,Araraquara,0,Fórum Araraquara III - (CEJUSC)
6706,2ª RAJ Araçatuba,Guaraçaí,Mirandópolis,0,Fórum Mirandópolis
6706,2ª RAJ Araçatuba,Guaraçaí,Mirandópolis,0,Fórum Mirandópolis (Arquivo)
6706,2ª RAJ Araçatuba,Guaraçaí,Mirandópolis,0,Fórum Mirandópolis (Juizado Especial Cível e Criminal)
6703,8ª RAJ São José do Rio Preto,Guapiaçu,São José do Rio Preto,0,Fórum São José do Rio Preto I - (Central)
6703,8ª RAJ São José do Rio Preto,Guapiaçu,São José do Rio Preto,0,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)"
6703,8ª RAJ São José do Rio Preto,Guapiaçu,São José do Rio Preto,0,"Fórum São José do Rio Preto III - (Família, JEC e Infância)"
6692,2ª RAJ Araçatuba,Gabriel Monteiro,Bilac,0,Fórum Bilac (Residência Oficial)
6692,2ª RAJ Araçatuba,Gabriel Monteiro,Bilac,0,Fórum da Comarca de Bilac - (Coriolano Pompeu Filho)
6717,6ª RAJ Ribeirão Preto,Guatapará,Ribeirão Preto,0,Fórum Ribeirão Preto III - (CEJUSC)
6717,6ª RAJ Ribeirão Preto,Guatapará,Ribeirão Preto,0,Tribunal de Justiça da Comarca de Ribeirão Preto - Prédio I
6712,9ª RAJ São José dos Campos,Guaratinguetá,Guaratinguetá,1,Fórum Guaratinguetá I (Principal)
6712,9ª RAJ São José dos Campos,Guaratinguetá,Guaratinguetá,1,Fórum Guaratinguetá IV (CEJUSC)
6697,8ª RAJ São José do Rio Preto,General Salgado,General Salgado,1,Fórum General Salgado (ARGYMIRO ACAYABA DE TOLEDO)
6716,1ª RAJ Grande São Paulo,Guarulhos,Guarulhos,1,CEJUSC II – UAAJ UNIGUARULHOS
6716,1ª RAJ Grande São Paulo,Guarulhos,Guarulhos,1,Fórum Guarulhos I - (Fórum Criminal - Dr. Murilo Matos Faria)
6716,1ª RAJ Grande São Paulo,Guarulhos,Guarulhos,1,Fórum Guarulhos II - (Fórum Cível - Dr. Flávio Cleto Giovanni Trombetti)
6716,1ª RAJ Grande São Paulo,Guarulhos,Guarulhos,1,Fórum Guarulhos III - (CEJUSC I – UAAJ UNIFIG)
6702,8ª RAJ São José do Rio Preto,Guaíra,Guaíra,1,Fórum da Comarca de Guaíra I
6702,8ª RAJ São José do Rio Preto,Guaíra,Guaíra,1,Fórum Guaíra II
6707,8ª RAJ São José do Rio Preto,Guaraci,Olímpia,0,Fórum Olímpia I - (Principal)
6707,8ª RAJ São José do Rio Preto,Guaraci,Olímpia,0,Fórum Olímpia II (3ª Vara Cível)
6707,8ª RAJ São José do Rio Preto,Guaraci,Olímpia,0,Fórum Olímpia III - (Vara do Juizado Especial Cível e Criminal)
6707,8ª RAJ São José do Rio Preto,Guaraci,Olímpia,0,Fórum Olímpia IV - (Setor das Execuções Fiscais)
6707,8ª RAJ São José do Rio Preto,Guaraci,Olímpia,0,Fórum Olímpia V - (CEJUSC)
6707,8ª RAJ São José do Rio Preto,Guaraci,Olímpia,0,Fórum Olímpia VI - (Anexo do JEC - UAAJ - CAJOBI)
6704,10ª RAJ Sorocaba,Guapiara,Capão Bonito,0,Anexo do JEC - UAAJ - GUAPIARA
6704,10ª RAJ Sorocaba,Guapiara,Capão Bonito,0,Fórum da Comarca de Capão Bonito
6723,5ª RAJ Presidente Prudente,Iacri,Bastos,0,Foro da Comarca de Bastos
6715,7ª RAJ Santos,Guarujá,Guarujá,1,Fórum Guarujá I -  CÍVEL/CRIMINAL
6715,7ª RAJ Santos,Guarujá,Guarujá,1,Fórum Guarujá II - VARA DA FAZENDA PÚBLICA
6715,7ª RAJ Santos,Guarujá,Guarujá,1,Fórum Guarujá III - FAMÍLIA - JEC/JECRIM
6715,7ª RAJ Santos,Guarujá,Guarujá,1,Fórum Guarujá IV - (CEJUSC)
6715,7ª RAJ Santos,Guarujá,Guarujá,1,Fórum Guarujá V
6735,7ª RAJ Santos,Iguape,Iguape,1,Fórum Iguape I
6735,7ª RAJ Santos,Iguape,Iguape,1,Fórum Iguape III - (Residência Oficial)
6735,7ª RAJ Santos,Iguape,Iguape,1,Fórum Iguape IV
6735,7ª RAJ Santos,Iguape,Iguape,1,Fórum Iguape IV - (CEJUSC)
6721,4ª RAJ Campinas,Hortolândia,Hortolândia,1,FÓRUM DA COMARCA DE HORTOLÂNDIA
6721,4ª RAJ Campinas,Hortolândia,Hortolândia,1,PRÉDIO II - ANEXO
6714,6ª RAJ Ribeirão Preto,Guariba,Guariba,1,"Fórum da Comarca de Guariba ""Desembargador Humberto Andrade Junqueira"""
6714,6ª RAJ Ribeirão Preto,Guariba,Guariba,1,Fórum Guariba II - CEJUSC
6709,2ª RAJ Araçatuba,Guarantã,Cafelândia,0,Fórum Cafelândia I - (Principal)
6709,2ª RAJ Araçatuba,Guarantã,Cafelândia,0,Fórum Cafelândia II - (JEC e CEJUSC)
6709,2ª RAJ Araçatuba,Guarantã,Cafelândia,0,Fórum Cafelândia III - (JEC - UAAJ - JÚLIO MESQUITA )
6725,6ª RAJ Ribeirão Preto,Ibaté,Ibaté,1,Fórum Ibaté
6720,4ª RAJ Campinas,Holambra,Artur Nogueira,0,Fórum Artur Nogueira
6720,4ª RAJ Campinas,Holambra,Artur Nogueira,0,Fórum Artur Nogueira (CEJUSC)
6730,8ª RAJ São José do Rio Preto,Icém,Nova Granada,0,Fórum Nova Granada I - Principal
6730,8ª RAJ São José do Rio Preto,Icém,Nova Granada,0,Fórum Nova Granada II (CEJUSC)
6726,8ª RAJ São José do Rio Preto,Ibirá,Catanduva,0,"Fórum ""Dr. Renato Bueno Netto"""
6726,8ª RAJ São José do Rio Preto,Ibirá,Catanduva,0,Fórum Catanduva II - (Anexo Fiscal)
6726,8ª RAJ São José do Rio Preto,Ibirá,Catanduva,0,Fórum Catanduva III - (CEJUSC)
6733,6ª RAJ Ribeirão Preto,Igarapava,Igarapava,1,"Fórum ""David Pimentel"""
6732,3ª RAJ Bauru,Igaraçu do Tietê,Barra Bonita,0,Fórum I Barra Bonita
6732,3ª RAJ Bauru,Igaraçu do Tietê,Barra Bonita,0,Fórum II Barra Bonita (CEJUSC)
6727,5ª RAJ Presidente Prudente,Ibirarema,Palmital,0,Fórum Dr. Ethayba Gilson Parahiba
6734,1ª RAJ Grande São Paulo,Igaratá,Santa Isabel,0,Fórum  Santa Isabel I
6734,1ª RAJ Grande São Paulo,Igaratá,Santa Isabel,0,Fórum Santa Isabel II - (Juizado Especial e SADM)
6736,9ª RAJ São José dos Campos,Ilhabela,Ilhabela,1,Fórum Dr. Manoel Pedro Pimentel
6737,7ª RAJ Santos,Ilha Comprida,Iguape,0,Fórum Iguape I
6737,7ª RAJ Santos,Ilha Comprida,Iguape,0,Fórum Iguape III - (Residência Oficial)
6737,7ª RAJ Santos,Ilha Comprida,Iguape,0,Fórum Iguape IV
6737,7ª RAJ Santos,Ilha Comprida,Iguape,0,Fórum Iguape IV - (CEJUSC)
6750,8ª RAJ São José do Rio Preto,Irapuã,Urupês,0,Fórum Urupês
6728,6ª RAJ Ribeirão Preto,Ibitinga,Ibitinga,1,"Fórum ""Dr. Aderson Perdigão Nogueira"""
